track_popularity,playlist_genre,playlist_subgenre,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,valence,tempo,duration_m,year,mouth,day,day_1_2_3,mouth_1_2_3_4
1,5,2,0.419,0.909,-10.258,1,0.0639,0.00239,1.68e-05,0.494,142.217,4,2005,1,7,1,2
60,5,2,0.364,0.925,-4.224,1,0.0659,6.01e-05,0.000251,0.301,153.981,4,2009,11,3,1,1
3,5,2,0.442,0.851,-5.038,1,0.0707,0.216,1.53e-06,0.672,81.427,4,2010,1,1,1,2
46,5,2,0.338,0.735,-6.886,1,0.0354,8.06e-05,3e-05,0.153,105.192,5,2010,9,28,3,1
71,5,2,0.533,0.637,-5.571,1,0.0323,0.16,1.12e-05,0.292,140.167,4,1988,3,21,3,3
6,5,2,0.548,0.905,-7.237,1,0.0607,0.0381,3.37e-05,0.457,90.587,4,1997,4,8,1,3
65,5,2,0.365,0.767,-6.185,0,0.0681,0.181,0.000856,0.422,94.174,4,2001,8,30,3,4
7,5,2,0.288,0.866,-4.618,1,0.0488,0.107,0.0,0.512,180.635,5,1987,4,4,1,3
59,5,2,0.51,0.389,-14.317,0,0.0384,0.286,0.000398,0.621,94.04,4,1999,10,12,2,1
57,5,2,0.304,0.91,-6.096,0,0.117,0.0524,3.61e-05,0.305,118.794,5,2007,5,5,1,3
64,5,2,0.651,0.665,-7.43,0,0.0269,0.221,7.91e-06,0.647,97.996,4,1985,2,8,1,2
12,5,2,0.632,0.845,-6.336,1,0.0333,0.000773,0.00152,0.433,89.232,5,1991,8,12,2,4
7,5,2,0.679,0.866,-6.053,1,0.0634,0.00376,3.1e-05,0.785,124.325,3,1984,9,13,2,1
12,5,2,0.634,0.804,-6.74,1,0.0329,0.00363,0.00499,0.719,147.335,4,1982,3,9,1,3
28,5,2,0.82,0.452,-9.796,1,0.0348,0.543,0.00294,0.74,117.401,4,1983,6,1,1,4
63,5,2,0.61,0.824,-6.046,1,0.0534,0.0136,1.75e-06,0.819,134.992,4,1980,4,10,1,3
4,5,2,0.406,0.988,-2.72,1,0.0926,0.0437,0.0637,0.24,100.038,4,2010,9,17,2,1
17,5,2,0.64,0.922,-6.283,0,0.0385,0.00369,0.055,0.716,125.105,4,1997,8,22,3,4
7,5,2,0.473,0.454,-11.115,1,0.0316,0.226,1.77e-06,0.462,75.788,4,2003,1,1,1,2
6,5,2,0.536,0.611,-11.372,0,0.0411,0.000472,0.0362,0.438,166.766,5,1983,5,11,2,3
0,5,2,0.671,0.638,-8.171,1,0.0251,0.0027,0.000695,0.619,107.088,6,2013,8,26,3,4
7,5,2,0.538,0.908,-6.277,0,0.0435,0.00293,0.124,0.665,137.416,4,2002,11,26,3,1
78,5,2,0.446,0.764,-5.042,1,0.033,0.00135,0.0,0.543,172.094,4,2001,9,11,2,1
75,5,2,0.276,0.715,-5.356,1,0.0432,0.00552,0.000417,0.173,137.028,4,2008,9,23,3,1
13,5,2,0.521,0.721,-7.699,1,0.0254,0.00348,0.0113,0.611,97.578,5,1984,6,12,2,4
7,5,2,0.733,0.553,-13.924,1,0.0382,0.252,0.00257,0.934,124.993,4,1983,6,1,1,4
62,5,2,0.581,0.791,-7.262,1,0.0324,0.00835,6.02e-05,0.619,123.887,4,1986,2,22,3,2
53,5,2,0.484,0.877,-5.434,1,0.0337,0.151,0.00017,0.687,92.975,4,1994,7,4,1,4
65,5,2,0.473,0.783,-10.671,0,0.0869,0.0125,0.475,0.124,91.976,6,1983,7,13,2,4
6,5,2,0.405,0.881,-4.37,1,0.0327,0.00211,0.0084,0.24,84.572,6,1993,4,20,2,3
2,5,2,0.64,0.878,-6.481,1,0.0335,0.17,0.000232,0.795,115.7,4,2005,8,14,2,4
3,5,2,0.419,0.852,-7.78,1,0.0495,0.00251,0.0044,0.259,100.434,7,1987,4,4,1,3
49,5,2,0.346,0.765,-8.558,1,0.0413,0.00229,7.54e-06,0.644,106.463,5,1990,9,4,1,1
13,5,2,0.337,0.993,-4.116,0,0.226,0.0236,0.000354,0.195,140.572,3,2001,9,15,2,1
16,5,2,0.481,0.262,-15.73,1,0.0414,0.735,0.0114,0.375,122.883,6,1975,9,12,2,1
46,5,2,0.583,0.855,-7.972,0,0.0404,0.00417,0.144,0.664,122.425,4,1978,6,6,1,4
39,5,2,0.399,0.573,-9.44,1,0.0253,0.0293,2.83e-05,0.649,147.114,7,1988,3,7,1,3
37,5,2,0.399,0.362,-12.123,0,0.0249,0.446,0.000119,0.194,80.541,4,1991,11,19,2,1
56,5,2,0.456,0.609,-11.767,1,0.068,0.275,0.0198,0.682,84.441,3,1989,10,16,2,1
6,5,2,0.276,0.236,-13.742,1,0.0299,0.795,9.67e-05,0.261,83.611,5,1972,6,14,2,4
35,5,2,0.451,0.364,-13.126,1,0.0436,0.469,0.0,0.298,154.206,7,1969,5,29,3,3
8,5,2,0.56,0.543,-8.433,1,0.0288,0.233,0.000179,0.661,85.119,5,1975,11,17,2,1
0,5,2,0.679,0.43,-13.895,1,0.0367,0.0633,7.9e-05,0.83,125.705,4,1987,7,27,3,4
42,5,2,0.611,0.793,-7.538,1,0.0303,0.213,0.0,0.86,121.987,3,1995,9,19,2,1
39,5,2,0.612,0.869,-9.866,1,0.0515,0.241,0.0367,0.771,147.502,5,1975,11,10,1,1
62,5,2,0.166,0.831,-8.469,1,0.0894,0.000606,0.846,0.281,167.518,4,1968,11,22,3,1
72,5,2,0.429,0.554,-6.128,0,0.0291,0.67,0.000152,0.407,136.302,5,1973,8,31,3,4
38,5,2,0.482,0.628,-8.358,0,0.069,0.372,0.000249,0.313,126.53,6,2012,6,12,2,4
0,5,2,0.556,0.451,-15.449,1,0.0364,0.0788,0.00512,0.513,90.809,4,1987,2,23,3,2
0,5,2,0.538,0.534,-15.274,0,0.037,0.0307,3.37e-06,0.583,140.985,4,1979,12,18,2,2
46,5,2,0.562,0.561,-10.954,0,0.0343,0.412,1.98e-05,0.666,113.911,7,1972,1,19,2,2
0,5,2,0.521,0.678,-6.811,1,0.0354,0.0811,0.0,0.504,121.848,3,1980,2,20,2,2
4,5,2,0.411,0.898,-4.121,1,0.0417,0.21,1.57e-05,0.247,90.721,5,1987,4,4,1,3
54,5,2,0.489,0.676,-8.769,1,0.0367,0.287,0.0,0.623,89.735,4,2001,4,17,2,3
45,5,2,0.694,0.787,-9.569,1,0.0363,0.0913,0.0106,0.667,111.157,4,1992,1,1,1,2
2,5,2,0.561,0.754,-12.769,0,0.112,0.61,0.0194,0.642,100.08,5,1976,3,21,3,3
0,5,2,0.339,0.263,-11.977,1,0.0305,0.299,3.92e-06,0.158,130.622,3,2008,2,12,2,2
2,5,2,0.382,0.36,-12.442,1,0.0365,0.52,0.171,0.0362,133.273,8,1975,9,12,2,1
39,5,2,0.659,0.678,-8.18,1,0.0313,0.157,6.69e-06,0.647,106.186,4,1975,4,22,3,3
0,5,2,0.698,0.238,-15.549,1,0.0455,0.81,0.0,0.761,149.132,3,1975,1,1,1,2
66,5,2,0.364,0.457,-14.162,0,0.0675,0.29,0.000106,0.175,163.219,6,1967,6,1,1,4
37,5,2,0.651,0.446,-9.571,0,0.0268,0.245,0.0104,0.862,99.896,5,2004,8,17,2,4
26,5,2,0.449,0.942,-4.23,1,0.108,0.0493,0.00565,0.356,137.557,3,2002,6,4,1,4
46,5,2,0.565,0.419,-13.38,0,0.0391,0.151,2.18e-05,0.456,123.967,3,1982,1,1,1,2
26,5,2,0.544,0.459,-8.784,1,0.0253,0.127,0.0,0.751,96.326,4,1999,5,23,3,3
0,5,2,0.449,0.698,-6.791,1,0.0655,0.125,0.163,0.624,83.18,3,2008,10,28,3,1
26,5,2,0.592,0.595,-4.517,0,0.0297,0.51,0.0,0.58,106.646,2,1990,7,23,3,4
49,5,2,0.656,0.65,-11.643,1,0.0575,0.634,0.0148,0.931,146.268,3,1970,11,21,3,1
39,5,2,0.497,0.416,-15.925,1,0.0268,0.548,0.065,0.59,103.317,5,1988,2,22,3,2
62,5,2,0.597,0.554,-14.144,0,0.0425,0.029,0.0,0.963,117.835,2,1968,7,3,1,4
74,5,2,0.584,0.367,-9.638,0,0.0328,0.55,1.38e-05,0.588,120.175,3,1967,4,24,3,3
55,5,2,0.293,0.74,-6.098,1,0.0399,0.446,0.00151,0.516,118.23,5,2000,3,23,3,3
62,5,2,0.55,0.611,-10.657,1,0.0443,0.0392,0.0,0.626,168.512,5,1973,8,28,3,4
0,5,2,0.321,0.482,-5.955,1,0.0303,0.0137,0.0,0.615,201.758,3,2005,1,1,1,2
40,5,2,0.282,0.699,-9.433,1,0.0468,0.722,0.00369,0.543,63.593,3,1988,1,1,1,2
63,5,2,0.599,0.744,-8.72,1,0.0316,0.131,0.00275,0.723,91.259,6,1979,8,15,2,4
50,5,2,0.359,0.854,-9.799,0,0.0418,0.00194,0.00767,0.472,99.414,6,1974,3,15,2,3
1,5,2,0.548,0.642,-7.998,1,0.029,0.109,2.56e-06,0.599,83.567,6,1975,6,25,3,4
58,5,2,0.463,0.495,-12.203,1,0.041,0.059,1.25e-06,0.532,118.505,4,1970,3,11,2,3
0,5,2,0.541,0.432,-8.076,1,0.0299,0.504,0.000261,0.415,121.007,3,1973,10,5,1,1
61,5,2,0.705,0.806,-4.83,1,0.0814,0.229,0.0,0.763,117.945,4,1978,7,26,3,4
24,5,2,0.309,0.93,-6.399,1,0.125,0.0192,0.0022,0.376,195.815,5,1993,9,14,2,1
43,5,2,0.228,0.224,-12.749,1,0.0311,0.946,0.000222,0.18,60.3,4,2003,10,21,3,1
65,5,2,0.652,0.583,-7.811,1,0.038,0.412,0.0,0.744,138.134,3,1964,12,4,1,2
71,5,2,0.52,0.759,-9.92,1,0.0363,0.115,0.0,0.706,135.347,5,1972,1,1,1,2
0,5,2,0.3,0.409,-7.323,1,0.0336,0.645,0.000155,0.304,78.074,4,1973,8,1,1,4
26,5,2,0.736,0.793,-5.305,0,0.29,0.0633,0.00079,0.912,141.959,3,2003,1,1,1,2
5,5,2,0.669,0.697,-10.091,1,0.0274,0.141,0.0142,0.696,111.1,4,1992,8,27,3,4
23,5,2,0.439,0.422,-17.227,1,0.0409,0.0148,4.84e-05,0.551,81.833,4,1986,9,28,3,1
26,5,2,0.418,0.799,-8.303,1,0.077,0.00213,0.00502,0.798,125.594,6,1997,1,1,1,2
0,5,2,0.785,0.948,-6.681,0,0.0477,0.185,0.0143,0.967,136.811,3,2003,1,1,1,2
0,5,2,0.725,0.446,-10.107,0,0.0266,0.119,0.000169,0.576,93.76,4,1989,1,1,1,2
1,5,2,0.696,0.514,-7.899,0,0.0252,0.654,4.31e-06,0.682,87.159,4,2009,2,3,1,2
0,5,2,0.598,0.659,-7.663,1,0.0378,0.508,0.0638,0.546,129.462,6,2009,1,1,1,2
73,5,2,0.688,0.435,-11.359,1,0.0323,0.449,0.0,0.435,103.239,2,1965,12,3,1,2
0,5,2,0.582,0.657,-10.848,0,0.0289,0.109,7.65e-05,0.579,112.328,4,1981,10,29,3,1
62,5,2,0.674,0.659,-8.049,1,0.0277,0.00156,0.00765,0.697,99.768,4,1991,11,18,2,1
62,5,2,0.667,0.655,-9.339,0,0.0367,0.0491,0.000894,0.657,134.212,8,1985,5,13,2,3
0,5,2,0.437,0.899,-6.392,1,0.093,0.381,0.000796,0.432,97.94,8,1985,11,30,3,1
18,5,2,0.324,0.897,-10.134,1,0.0788,0.0002,0.158,0.39,115.168,8,1977,12,1,1,2
2,5,2,0.491,0.583,-10.964,1,0.0376,0.182,0.0,0.907,150.572,3,1967,9,2,1,1
27,5,2,0.761,0.788,-11.672,1,0.0596,0.44,0.00531,0.768,138.902,3,1978,7,1,1,4
33,5,2,0.55,0.605,-12.7,1,0.0297,0.168,0.00573,0.497,109.823,5,2005,1,1,1,2
2,5,2,0.456,0.681,-10.028,1,0.0639,0.283,0.000191,0.536,142.18,7,1976,8,1,1,4
25,5,2,0.586,0.886,-8.779,1,0.0496,0.035,0.00178,0.834,106.536,6,1974,1,3,1,2
71,5,2,0.396,0.338,-10.872,1,0.0304,0.198,2.62e-06,0.377,133.522,3,1969,9,26,3,1
59,5,2,0.674,0.686,-11.927,1,0.0597,0.29,0.00322,0.814,124.204,3,1972,11,30,3,1
42,5,2,0.707,0.405,-9.044,1,0.0261,0.327,0.0,0.518,106.638,4,1976,2,4,1,2
56,5,2,0.266,0.389,-13.682,1,0.0305,0.244,1.42e-06,0.148,140.243,4,1975,3,5,1,3
48,5,2,0.846,0.721,-5.248,1,0.0494,0.163,0.0,0.637,121.42,3,2006,1,1,1,2
71,5,2,0.653,0.677,-12.244,1,0.0396,0.249,0.0,0.888,114.37,4,1981,4,6,1,3
22,5,2,0.643,0.669,-7.485,1,0.0398,0.208,0.00664,0.609,132.709,2,1969,11,2,1,1
8,5,2,0.533,0.871,-6.085,1,0.0656,0.759,0.000186,0.97,167.841,3,2007,1,1,1,2
1,5,2,0.474,0.598,-5.023,1,0.0973,0.768,0.0,0.917,184.484,2,1957,3,7,1,3
3,5,2,0.395,0.535,-9.562,1,0.033,0.214,0.0167,0.679,189.139,3,1970,9,18,2,1
49,5,2,0.459,0.708,-6.167,0,0.0681,0.00142,4.44e-06,0.583,108.952,4,2010,5,18,2,3
8,5,2,0.561,0.846,-4.48,1,0.0867,0.0634,0.0,0.75,116.168,2,2012,1,1,1,2
1,5,2,0.469,0.735,-7.011,1,0.0395,0.323,6.35e-05,0.399,93.924,4,2003,4,1,1,3
3,5,2,0.521,0.951,-4.128,0,0.0947,0.157,0.0212,0.702,115.926,3,2016,12,2,1,2
12,5,2,0.684,0.481,-12.59,1,0.0384,0.475,6.57e-05,0.784,115.078,4,1967,11,2,1,1
40,5,2,0.529,0.452,-12.593,1,0.136,0.534,0.000151,0.539,78.196,5,1969,1,12,2,2
70,5,2,0.635,0.914,-5.631,1,0.111,0.0597,0.0,0.922,156.014,3,2008,1,1,1,2
4,5,2,0.553,0.635,-6.06,0,0.0294,0.208,0.000672,0.45,108.38,3,2015,10,23,3,1
10,5,2,0.387,0.375,-10.852,1,0.0355,0.205,0.00647,0.503,50.454,5,2015,5,4,1,3
70,5,2,0.346,0.768,-5.695,1,0.0377,0.00603,0.38,0.532,169.492,4,1967,5,12,2,3
1,5,2,0.671,0.758,-6.999,1,0.126,0.206,0.00754,0.868,102.17,3,2017,5,19,2,3
46,5,2,0.645,0.821,-4.912,1,0.248,0.106,5.38e-05,0.682,79.986,3,2013,1,1,1,2
11,5,2,0.469,0.537,-10.421,1,0.152,0.0241,0.00201,0.783,124.193,6,1973,3,16,2,3
2,5,2,0.78,0.711,-4.362,1,0.0294,0.00964,0.0016,0.97,104.694,3,2011,1,1,1,2
19,5,2,0.402,0.814,-4.954,1,0.14,0.0383,1.19e-06,0.516,170.02,5,2000,1,1,1,2
2,5,2,0.438,0.966,-6.103,1,0.0445,0.000442,0.463,0.713,169.798,4,2000,10,31,3,1
38,5,2,0.394,0.337,-10.709,0,0.0476,0.339,0.0431,0.586,178.32,6,1996,2,20,2,2
12,5,2,0.594,0.555,-6.689,0,0.0377,0.541,0.151,0.52,123.069,4,2012,1,1,1,2
37,5,2,0.867,0.899,-5.334,1,0.0354,0.101,0.00473,0.932,128.062,3,2015,2,9,1,2
53,5,2,0.543,0.696,-4.572,1,0.0426,0.601,0.215,0.849,92.15,4,2016,1,1,1,2
49,5,2,0.445,0.966,-3.751,1,0.054,0.0149,0.000915,0.321,109.482,4,2011,8,8,1,4
6,5,2,0.618,0.74,-5.589,1,0.0386,0.00227,0.0408,0.809,135.088,4,2015,8,21,3,4
63,5,2,0.325,0.903,-3.173,1,0.117,0.00327,6.13e-06,0.401,148.446,4,2016,6,10,1,4
67,5,2,0.459,0.727,-11.777,1,0.0303,0.00614,0.065,0.954,149.229,5,1982,1,1,1,2
56,5,2,0.526,0.756,-5.083,0,0.0266,0.4,2.39e-06,0.668,91.985,4,2008,1,1,1,2
43,5,2,0.49,0.781,-10.1,0,0.268,0.0108,0.00118,0.764,79.166,3,2012,4,23,3,3
10,5,2,0.781,0.484,-12.853,1,0.087,0.247,0.000138,0.804,119.993,6,1970,6,26,3,4
3,5,2,0.65,0.665,-11.259,1,0.0372,0.0526,4.62e-06,0.593,115.51,4,1988,10,10,1,1
1,5,2,0.533,0.907,-2.5,1,0.123,0.023,5.96e-05,0.512,142.098,3,2016,2,23,3,2
2,5,2,0.746,0.56,-14.789,1,0.0565,0.494,0.0,0.853,124.68,3,1966,1,1,1,2
1,5,2,0.692,0.312,-11.684,1,0.0375,0.833,0.0,0.878,71.816,3,2011,1,1,1,2
44,5,2,0.601,0.901,-8.414,0,0.0463,0.00912,0.256,0.934,77.742,3,2009,2,23,3,2
18,5,2,0.728,0.878,-6.926,0,0.0564,0.176,0.856,0.911,126.59,4,1971,9,24,3,1
51,5,2,0.367,0.896,-4.668,1,0.0422,0.0179,0.000205,0.512,148.643,4,2014,6,9,1,4
2,5,2,0.56,0.728,-4.132,1,0.0361,0.0622,2.14e-06,0.78,82.122,4,2014,11,6,1,1
38,5,2,0.523,0.652,-4.942,1,0.0448,0.166,4.11e-06,0.275,157.989,4,2017,11,24,3,1
40,5,2,0.649,0.944,-4.518,1,0.0485,0.0158,4.41e-05,0.489,126.059,4,2015,8,14,2,4
43,5,2,0.724,0.876,-5.854,0,0.0873,0.16,0.00278,0.812,92.169,4,1998,1,1,1,2
1,5,2,0.403,0.926,-3.171,1,0.0527,0.000372,0.00355,0.736,171.066,4,2015,4,28,3,3
37,5,2,0.615,0.56,-7.721,1,0.0389,0.442,3.99e-06,0.502,131.859,4,2016,2,2,1,2
1,5,2,0.476,0.869,-4.13,1,0.0371,0.00918,3.44e-05,0.613,77.47,4,2016,4,1,1,3
1,5,2,0.713,0.911,-5.45,1,0.0467,0.00808,0.0,0.927,134.822,4,2016,3,25,3,3
1,5,2,0.547,0.853,-2.49,0,0.0355,0.2,2.98e-06,0.723,137.561,4,2016,10,28,3,1
1,5,2,0.644,0.623,-9.209,0,0.0358,0.409,0.015,0.777,91.661,6,2016,1,29,3,2
1,5,2,0.646,0.724,-5.383,1,0.0237,0.0531,0.000588,0.328,103.394,4,2015,11,13,2,1
1,5,2,0.26,0.978,-3.842,1,0.217,0.0005,0.000107,0.272,133.104,4,2016,4,1,1,3
1,5,2,0.504,0.729,-4.91,1,0.0404,0.0947,8.85e-06,0.563,77.472,5,2016,10,7,1,1
54,5,2,0.467,0.382,-13.807,1,0.0264,0.236,0.125,0.704,81.754,6,1968,5,8,1,3
1,5,2,0.538,0.721,-5.974,1,0.0342,0.19,5.73e-05,0.339,141.969,4,2016,10,7,1,1
3,5,2,0.545,0.757,-5.228,1,0.0396,0.408,0.045,0.714,152.217,7,1971,4,23,3,3
1,5,2,0.563,0.299,-9.909,1,0.032,0.49,0.0,0.129,115.147,5,2016,6,24,3,4
73,5,2,0.647,0.582,-9.538,0,0.0755,0.41,1.93e-06,0.915,167.396,2,1958,3,21,3,3
40,5,2,0.249,0.97,-5.879,1,0.121,0.0226,0.13,0.26,165.059,3,2014,8,18,2,4
0,5,2,0.342,0.239,-15.682,1,0.0394,0.853,2.94e-05,0.494,200.639,4,1963,12,14,2,2
0,5,2,0.62,0.749,-8.013,1,0.143,0.745,0.000241,0.497,106.514,3,2014,11,24,3,1
32,5,2,0.685,0.523,-10.68,0,0.0313,0.215,3.17e-05,0.965,124.571,6,1985,1,1,1,2
39,5,2,0.63,0.292,-13.263,1,0.0389,0.243,7.37e-05,0.765,99.348,4,1969,6,9,1,4
28,5,2,0.742,0.601,-12.162,1,0.0293,0.0697,1.11e-06,0.974,126.064,3,2010,11,1,1,1
14,5,2,0.549,0.651,-7.097,1,0.0323,0.583,0.0,0.368,122.818,4,1976,7,10,1,4
1,5,2,0.548,0.72,-9.777,0,0.0409,0.0686,0.000232,0.458,140.966,4,1977,8,11,2,4
79,5,2,0.828,0.492,-9.744,1,0.0276,0.0644,0.00428,0.789,120.151,4,1977,2,4,1,2
65,5,2,0.427,0.459,-12.442,0,0.0332,0.116,0.000103,0.383,129.878,5,1975,9,12,2,1
7,5,2,0.415,0.653,-11.787,1,0.054,0.475,0.469,0.234,114.363,7,1995,3,7,1,3
71,5,2,0.625,0.758,-6.213,0,0.0463,0.512,0.00022,0.695,119.719,4,1979,3,29,3,3
0,5,2,0.703,0.58,-8.611,0,0.0282,0.461,2.74e-05,0.896,119.855,4,2000,9,19,2,1
23,5,2,0.634,0.833,-5.117,0,0.0323,0.165,4.63e-05,0.799,129.587,4,2008,7,8,1,4
7,5,2,0.685,0.806,-12.151,1,0.0497,0.233,0.728,0.31,134.889,9,1994,1,1,1,2
62,5,2,0.547,0.82,-6.728,1,0.0805,0.261,0.0,0.933,118.208,3,2014,9,30,3,1
58,5,2,0.435,0.444,-12.816,0,0.0336,0.159,0.000705,0.734,103.818,5,1975,10,13,2,1
65,5,2,0.42,0.668,-7.35,1,0.0517,0.607,0.016,0.338,125.391,6,1979,3,29,3,3
59,5,2,0.629,0.677,-7.239,1,0.0299,0.122,9.72e-06,0.627,132.783,3,1966,9,14,2,1
35,5,2,0.726,0.802,-10.059,1,0.0302,0.0722,0.0348,0.925,148.208,6,1998,11,10,1,1
48,5,2,0.402,0.76,-5.332,1,0.0344,0.148,0.000225,0.714,135.947,3,1972,11,15,2,1
38,5,2,0.646,0.531,-10.785,1,0.0671,0.528,0.0133,0.655,172.02,3,1972,12,16,2,2
39,5,2,0.612,0.761,-5.929,1,0.0283,0.104,0.0002,0.838,130.707,4,1972,1,17,2,2
50,5,2,0.654,0.506,-17.18,0,0.0535,0.686,0.0155,0.831,123.179,4,1972,2,18,2,2
50,5,2,0.657,0.724,-7.465,1,0.0648,0.301,5.54e-06,0.755,131.914,5,2007,1,1,1,2
1,5,2,0.615,0.537,-9.315,1,0.0293,0.453,4.32e-06,0.349,136.625,5,2007,3,26,3,3
0,5,2,0.255,0.545,-11.364,1,0.0287,0.00905,0.00796,0.569,145.57,8,1991,1,1,1,2
12,5,2,0.601,0.593,-11.685,1,0.0257,0.181,0.000441,0.902,97.784,5,1991,1,1,1,2
54,5,2,0.392,0.402,-9.961,0,0.0536,0.288,0.0,0.228,143.883,6,2011,1,1,1,2
43,5,2,0.268,0.459,-6.948,0,0.0346,0.378,0.0,0.172,64.223,3,2011,1,1,1,2
61,5,2,0.518,0.761,-7.025,1,0.0452,0.158,0.00765,0.576,118.738,3,1975,11,21,3,1
0,5,2,0.602,0.614,-8.105,1,0.0387,0.17,0.0684,0.544,132.206,2,2000,1,1,1,2
50,5,2,0.63,0.676,-9.19,1,0.0277,0.0101,5.35e-06,0.901,89.663,2,1976,1,1,1,2
0,5,2,0.735,0.655,-8.674,1,0.0275,0.0888,0.000128,0.83,126.705,3,1976,3,19,2,3
0,5,2,0.664,0.762,-9.516,1,0.0279,0.00725,0.000368,0.97,141.255,3,1976,4,20,2,3
61,5,2,0.773,0.543,-9.97,1,0.0292,0.093,5.63e-06,0.802,115.997,3,1976,1,1,1,2
0,5,2,0.592,0.831,-7.502,1,0.0358,0.0877,0.602,0.792,130.194,3,1976,5,21,3,3
0,5,2,0.686,0.605,-8.564,0,0.03,0.0352,0.000239,0.64,120.682,3,1976,6,22,3,4
0,5,2,0.675,0.571,-8.984,1,0.0384,0.0585,0.0923,0.558,117.249,5,1976,7,23,3,4
1,5,2,0.917,0.649,-7.972,1,0.0419,0.131,0.00115,0.752,117.626,4,2009,1,1,1,2
41,5,2,0.522,0.892,-8.472,1,0.0515,0.0239,0.0715,0.939,166.093,2,1976,1,1,1,2
1,5,2,0.334,0.839,-6.2,1,0.04,0.0127,0.0,0.504,72.479,4,1978,8,24,3,4
69,5,2,0.405,0.21,-13.214,1,0.0279,0.584,0.0,0.174,100.577,3,1981,9,25,3,1
58,5,2,0.57,0.554,-9.732,0,0.0288,0.0548,0.0,0.372,122.135,5,1981,10,26,3,1
59,5,2,0.193,0.5,-9.903,1,0.0381,0.108,0.0067,0.354,207.639,3,1978,11,27,3,1
3,5,2,0.625,0.665,-11.681,0,0.0375,0.0786,1.37e-05,0.97,150.275,4,1990,1,1,1,2
7,5,2,0.812,0.407,-8.152,1,0.0433,0.0338,3.83e-06,0.584,103.968,4,2004,1,1,1,2
3,5,2,0.663,0.904,-2.656,1,0.033,0.182,0.00523,0.695,123.155,4,2004,1,1,1,2
77,5,2,0.414,0.161,-22.32,0,0.0318,0.883,0.000223,0.423,159.375,3,1975,7,11,2,4
10,5,2,0.538,0.48,-9.863,1,0.0268,0.204,0.0462,0.834,171.773,3,1977,10,28,3,1
14,5,2,0.496,0.586,-10.991,1,0.0353,0.182,0.0,0.899,148.882,3,2009,7,7,1,4
2,5,2,0.625,0.428,-7.813,0,0.0294,0.38,7.87e-06,0.584,133.166,5,1970,2,28,3,2
35,5,2,0.668,0.89,-5.005,0,0.0329,0.45,1.94e-05,0.893,133.876,3,2010,12,28,3,2
32,5,2,0.728,0.86,-6.073,1,0.0351,0.138,0.000287,0.702,131.057,5,2010,1,29,3,2
32,5,2,0.564,0.975,-4.113,1,0.0493,0.217,2.06e-06,0.964,150.459,4,2010,2,30,3,2
18,5,2,0.686,0.632,-11.433,1,0.0353,0.0398,2.2e-06,0.88,118.965,3,1977,2,4,1,2
75,5,2,0.659,0.678,-8.18,1,0.0313,0.157,6.69e-06,0.647,106.186,4,1972,3,1,1,3
33,5,2,0.531,0.948,-5.438,1,0.0568,0.006,0.0117,0.498,136.891,5,1977,12,6,1,2
38,5,2,0.473,0.566,-6.242,1,0.0487,0.0451,0.597,0.443,85.925,5,2008,1,1,1,2
49,5,2,0.657,0.435,-15.707,1,0.0552,0.739,0.0,0.771,135.975,3,1972,3,1,1,3
46,5,2,0.554,0.815,-12.481,1,0.0409,0.0111,0.0486,0.6,90.889,5,1979,4,2,1,3
10,5,2,0.472,0.601,-12.751,1,0.0569,0.226,0.0101,0.578,141.733,7,1996,5,3,1,3
9,5,2,0.575,0.909,-8.003,1,0.0654,0.0582,0.238,0.693,137.335,4,1971,12,20,2,2
35,5,2,0.597,0.487,-11.47,0,0.0307,0.462,0.0,0.802,75.104,3,1979,3,29,3,3
4,5,2,0.583,0.916,-6.956,1,0.0354,0.0269,1.61e-06,0.605,132.261,5,1976,1,1,1,2
63,5,2,0.649,0.679,-12.515,1,0.0316,0.464,0.00121,0.971,126.867,4,1970,1,1,1,2
48,5,2,0.681,0.554,-10.333,1,0.0343,0.476,0.0,0.933,129.587,3,1999,1,1,1,2
50,5,2,0.669,0.707,-13.66,0,0.0478,0.347,0.000716,0.806,124.335,5,2005,4,19,2,3
0,5,2,0.782,0.808,-8.374,1,0.0291,0.0298,0.0,0.971,104.983,3,2008,1,15,2,2
36,5,2,0.815,0.676,-9.68,1,0.047,0.0825,0.662,0.991,139.764,3,2003,1,1,1,2
58,5,2,0.855,0.803,-5.849,0,0.0316,0.342,0.00732,0.962,114.867,5,1981,6,4,1,4
52,5,2,0.682,0.711,-7.637,0,0.0325,0.179,9.53e-05,0.766,129.546,4,1978,7,5,1,4
73,5,2,0.408,0.48,-11.017,1,0.0266,0.155,1.82e-05,0.19,156.344,5,1984,11,5,1,1
70,5,2,0.306,0.722,-5.963,1,0.034,0.0519,0.0,0.41,174.732,3,1980,8,6,1,4
57,5,2,0.204,0.896,-5.931,1,0.049,0.00266,0.0,0.653,90.6,6,1978,3,16,2,3
54,5,2,0.614,0.789,-10.241,1,0.0342,0.0342,0.00132,0.899,113.701,3,1983,9,7,1,1
67,5,2,0.202,0.644,-5.212,1,0.0324,0.0979,0.0,0.252,85.04,4,1983,2,1,1,2
55,5,2,0.799,0.404,-13.597,0,0.0461,0.11,0.0,0.893,131.012,5,1981,1,1,1,2
50,5,2,0.446,0.598,-11.264,0,0.0363,0.0112,0.0,0.778,124.251,4,1978,1,1,1,2
