track_popularity,playlist_genre,playlist_subgenre,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,valence,tempo,duration_m,year,mouth,day,day_1_2_3,mouth_1_2_3_4
84,2,5,0.56,0.68,-7.648,0,0.321,0.555,0.0,0.319,89.391,3,2018,7,12,2,4
69,2,5,0.766,0.674,-6.245,1,0.0538,0.0217,5.87e-05,0.214,121.012,3,2018,8,31,3,4
84,2,5,0.781,0.768,-5.991,1,0.0394,0.0119,4.91e-06,0.486,123.07,4,2018,8,17,2,4
42,2,5,0.728,0.562,-6.207,1,0.066,0.562,0.0,0.447,98.044,3,2018,7,6,1,4
72,2,5,0.531,0.854,-3.149,1,0.198,0.288,0.0,0.456,94.419,3,2018,9,21,3,1
70,2,5,0.757,0.849,-3.424,0,0.0536,0.173,0.0,0.826,150.036,4,2018,10,12,2,1
82,2,5,0.574,0.758,-5.029,0,0.0621,0.0969,0.0,0.492,144.111,3,2018,10,24,3,1
77,2,5,0.414,0.486,-6.431,0,0.0311,0.0129,0.0,0.368,128.038,4,2018,7,29,3,4
83,2,5,0.807,0.887,-4.311,0,0.0361,0.016,0.000503,0.606,122.015,4,2019,1,11,2,2
68,2,5,0.737,0.792,-4.117,0,0.0416,0.102,0.0,0.543,104.012,3,2017,5,5,1,3
20,2,5,0.663,0.675,-12.159,1,0.0359,0.0863,0.00133,0.176,101.004,3,2019,1,7,1,2
44,2,5,0.833,0.539,-7.399,0,0.178,0.163,2.1e-06,0.385,99.947,2,2018,12,24,3,2
87,2,5,0.741,0.52,-7.513,1,0.0656,0.45,1.97e-06,0.347,102.998,3,2019,1,11,2,2
58,2,5,0.741,0.689,-4.946,1,0.0447,0.0305,0.0,0.655,110.06,3,2018,12,21,3,2
6,2,5,0.612,0.694,-7.363,1,0.0514,0.579,0.0,0.564,103.031,3,2018,8,31,3,4
74,2,5,0.773,0.699,-5.982,0,0.0958,0.488,3.6e-06,0.513,104.941,3,2018,12,14,2,2
13,2,5,0.383,0.637,-6.993,1,0.0703,0.0722,0.0,0.0827,177.913,4,2018,11,6,1,1
79,2,5,0.601,0.794,-5.844,0,0.0671,0.00987,1.36e-06,0.244,114.066,4,2018,11,30,3,1
17,2,5,0.738,0.689,-5.715,1,0.0327,0.167,0.453,0.416,102.021,3,2019,1,4,1,2
4,2,5,0.612,0.742,-4.198,0,0.0519,0.0176,0.000102,0.431,122.052,3,2018,11,15,2,1
61,2,5,0.625,0.576,-5.812,1,0.036,0.217,2.85e-06,0.297,121.915,4,2018,11,9,1,1
71,2,5,0.737,0.714,-6.138,0,0.0367,0.225,3.79e-06,0.608,102.046,3,2018,11,30,3,1
51,2,5,0.758,0.602,-7.909,0,0.094,0.0376,4.77e-06,0.519,155.038,3,2018,11,30,3,1
53,2,5,0.638,0.729,-5.859,1,0.0405,0.144,3.86e-06,0.506,75.029,4,2018,11,30,3,1
72,2,5,0.404,0.531,-4.328,1,0.103,0.215,0.0,0.321,164.848,4,2018,10,19,2,1
71,2,5,0.775,0.872,-4.194,1,0.0469,0.033,0.0579,0.379,122.994,3,2018,11,2,1,1
69,2,5,0.663,0.666,-5.441,1,0.125,0.583,3.85e-06,0.605,159.983,2,2018,4,12,2,3
63,2,5,0.744,0.71,-6.291,0,0.0551,0.0287,0.0,0.652,119.945,4,2018,11,30,3,1
3,2,5,0.625,0.6,-7.75,1,0.0291,0.374,0.0248,0.18,85.959,3,2018,11,1,1,1
12,2,5,0.648,0.699,-5.89,0,0.0296,0.031,0.0,0.371,105.05,3,2018,11,30,3,1
46,2,5,0.719,0.703,-4.93,0,0.0392,0.032,1.14e-05,0.72,101.984,4,2018,10,17,2,1
53,2,5,0.67,0.672,-3.469,1,0.0923,0.192,5.13e-05,0.643,165.075,3,2019,1,18,2,2
49,2,5,0.73,0.501,-8.001,0,0.497,0.286,0.0,0.429,93.82,3,2018,12,7,1,2
70,2,5,0.588,0.821,-6.54,0,0.216,0.00579,0.000275,0.509,188.098,3,2019,1,24,3,2
72,2,5,0.452,0.685,-4.828,0,0.0385,0.0257,0.0,0.305,76.986,3,2018,12,13,2,2
38,2,5,0.863,0.588,-7.141,1,0.0847,0.142,3.42e-05,0.751,117.911,3,2018,9,14,2,1
36,2,5,0.75,0.832,-7.082,0,0.0403,0.000165,0.0402,0.277,118.005,3,2018,9,14,2,1
60,2,5,0.571,0.763,-6.66,1,0.0491,0.0421,0.0,0.211,99.953,3,2018,12,7,1,2
65,2,5,0.695,0.639,-6.897,0,0.153,0.107,0.000657,0.344,90.027,3,2018,10,18,2,1
83,2,5,0.599,0.733,-7.058,1,0.203,0.176,0.0,0.534,102.211,3,2019,1,24,3,2
79,2,5,0.609,0.674,-7.388,0,0.0548,0.0735,0.06,0.315,90.009,5,2018,10,5,1,1
73,2,5,0.598,0.904,-2.293,1,0.0507,0.331,0.0,0.503,138.091,3,2018,12,6,1,2
77,2,5,0.658,0.804,-5.735,1,0.0377,0.00463,0.0,0.508,120.047,3,2019,1,31,3,2
65,2,5,0.771,0.768,-7.773,0,0.0451,0.0266,1.26e-05,0.607,125.023,3,2018,11,28,3,1
13,2,5,0.61,0.725,-5.131,1,0.15,0.367,0.0,0.291,146.163,3,2019,1,10,1,2
60,2,5,0.494,0.767,-4.101,1,0.051,0.12,0.0,0.112,125.506,4,2018,11,30,3,1
61,2,5,0.775,0.723,-4.095,1,0.0468,0.282,0.000371,0.756,104.991,3,2018,12,7,1,2
59,2,5,0.618,0.754,-3.739,1,0.0882,0.00271,0.0,0.485,148.013,4,2018,12,14,2,2
79,2,5,0.7,0.872,-5.896,1,0.0666,0.121,7.08e-06,0.761,125.03,3,2018,11,2,1,1
11,2,5,0.714,0.474,-4.993,1,0.039,0.374,0.0,0.376,62.484,4,2018,12,14,2,2
81,2,5,0.693,0.575,-6.998,1,0.0801,0.374,0.0,0.492,117.999,4,2018,10,26,3,1
51,2,5,0.573,0.881,-4.688,0,0.0331,0.111,0.0,0.419,128.926,4,2018,12,14,2,2
87,2,5,0.719,0.704,-4.724,1,0.0476,0.0691,0.0,0.628,133.002,3,2018,8,17,2,4
49,2,5,0.721,0.691,-4.671,1,0.0536,0.0159,1.87e-06,0.343,118.018,3,2019,1,25,3,2
67,2,5,0.674,0.932,-4.876,1,0.0718,0.0363,0.0,0.826,144.039,3,2019,1,18,2,2
71,2,5,0.736,0.555,-4.689,1,0.0757,0.0345,0.000157,0.323,91.997,4,2018,12,14,2,2
46,2,5,0.487,0.797,-4.237,1,0.0646,0.0434,0.00363,0.683,167.952,3,2018,7,20,2,4
23,2,5,0.51,0.835,-4.673,1,0.0447,0.00791,0.0,0.435,140.024,4,2019,2,7,1,2
78,2,5,0.574,0.728,-4.777,1,0.062,0.0161,1.42e-06,0.266,125.047,4,2018,11,16,2,1
80,2,5,0.737,0.636,-4.546,0,0.0437,0.0441,6.66e-05,0.565,105.005,4,2018,5,17,2,3
81,2,5,0.638,0.717,-4.722,1,0.0337,0.346,0.0,0.249,100.027,3,2018,8,2,1,4
76,2,5,0.69,0.784,-4.653,1,0.032,0.323,0.0,0.669,106.066,3,2018,5,25,3,3
71,2,5,0.739,0.742,-4.586,1,0.0329,0.0227,1.39e-06,0.659,124.016,3,2018,10,5,1,1
73,2,5,0.597,0.751,-4.982,0,0.193,0.0104,0.0,0.568,103.956,3,2018,8,24,3,4
59,2,5,0.716,0.533,-5.439,1,0.0283,0.147,0.0,0.502,91.995,3,2019,1,4,1,2
80,2,5,0.503,0.741,-5.128,1,0.047,0.579,1.49e-06,0.458,88.335,3,2018,7,18,2,4
38,2,5,0.506,0.611,-7.844,1,0.112,0.244,3.97e-06,0.285,68.443,3,2018,10,5,1,1
54,2,5,0.822,0.611,-5.448,1,0.17,0.0292,0.0,0.567,105.052,3,2018,5,11,2,3
44,2,5,0.767,0.633,-6.331,1,0.0501,0.00438,0.0,0.448,120.031,4,2010,8,3,1,4
2,2,5,0.718,0.899,-4.029,0,0.29,0.0437,0.0,0.882,112.041,3,2019,1,4,1,2
14,2,5,0.734,0.418,-6.678,1,0.0425,0.0129,0.0,0.868,85.909,3,2017,10,20,2,1
24,2,5,0.679,0.572,-6.703,1,0.0781,0.455,2.41e-06,0.542,92.859,3,2019,1,25,3,2
72,2,5,0.431,0.894,-2.673,0,0.33,0.0951,0.0,0.604,162.193,4,2010,1,1,1,2
70,2,5,0.611,0.602,-4.89,1,0.0437,0.000837,0.0,0.624,168.154,2,2018,6,26,3,4
28,2,5,0.741,0.643,-6.476,1,0.079,0.0826,0.0,0.66,89.99,3,2018,4,27,3,3
11,2,5,0.607,0.478,-5.702,0,0.031,0.649,0.0,0.255,88.979,3,2018,8,9,1,4
76,2,5,0.647,0.795,-3.548,0,0.0372,0.0635,0.0,0.409,127.992,3,2019,2,8,1,2
76,2,5,0.44,0.635,-6.385,1,0.0326,0.129,0.0,0.327,128.133,3,2019,2,21,3,2
21,2,5,0.494,0.637,-6.381,1,0.0333,0.669,0.0,0.1,147.924,5,2018,7,13,2,4
85,2,5,0.674,0.881,-2.853,1,0.147,0.296,3.01e-06,0.234,98.994,3,2019,1,18,2,2
72,2,5,0.892,0.507,-8.282,1,0.378,0.704,3.14e-05,0.695,143.96,3,2019,4,1,1,3
67,2,5,0.508,0.729,-5.712,0,0.0443,0.0681,0.0,0.412,91.906,4,2019,2,15,2,2
60,2,5,0.754,0.824,-2.453,0,0.039,0.0506,7.92e-06,0.613,116.978,3,2019,2,14,2,2
24,2,5,0.44,0.87,-4.811,1,0.0708,0.0164,0.0,0.326,172.047,4,2010,1,1,1,2
0,2,5,0.69,0.851,-4.005,0,0.0457,0.000923,0.0,0.896,124.952,4,2012,6,22,3,4
0,2,5,0.419,0.532,-8.994,1,0.0643,0.0145,1.04e-05,0.522,106.712,3,2018,9,5,1,1
80,2,5,0.501,0.519,-5.88,0,0.0409,0.109,0.0,0.168,133.99,3,2016,7,29,3,4
69,2,5,0.757,0.884,-5.488,0,0.0404,0.00795,5.87e-05,0.398,120.012,4,2015,10,9,1,1
8,2,5,0.486,0.713,-3.949,0,0.0524,0.0853,0.0,0.297,121.028,4,2016,2,8,1,2
75,2,5,0.775,0.585,-9.516,0,0.0271,0.0422,0.619,0.518,109.942,6,2013,5,17,2,3
2,2,5,0.389,0.915,-3.261,1,0.0456,0.000752,0.0133,0.0943,127.984,4,2016,4,29,3,3
74,2,5,0.611,0.697,-8.618,1,0.133,0.0193,0.0,0.476,122.752,5,2001,3,7,1,3
14,2,5,0.583,0.732,-5.728,0,0.0457,0.00312,9.86e-06,0.276,145.992,4,2015,9,10,1,1
45,2,5,0.579,0.886,-2.564,1,0.0479,0.00178,0.655,0.399,102.993,7,2013,3,9,1,3
13,2,5,0.765,0.327,-8.029,1,0.277,0.571,0.0479,0.292,74.931,2,2016,7,29,3,4
15,2,5,0.68,0.594,-7.021,1,0.28,0.159,2.35e-06,0.475,186.04,4,2016,9,22,3,1
63,2,5,0.592,0.8,-4.931,0,0.215,0.0561,2.01e-06,0.728,89.972,4,2016,2,18,2,2
79,2,5,0.728,0.563,-8.053,0,0.134,0.621,0.0,0.352,100.017,4,2016,1,29,3,2
20,2,5,0.835,0.687,-3.18,1,0.184,0.101,0.0,0.828,94.059,5,2003,1,1,1,2
68,2,5,0.367,0.915,-3.456,0,0.0488,0.0022,5.81e-05,0.365,110.169,3,2016,5,13,2,3
52,2,5,0.746,0.877,-3.782,0,0.0666,0.0375,0.000833,0.751,107.985,3,2015,11,27,3,1
19,2,5,0.608,0.798,-5.092,0,0.0432,0.0736,0.0,0.501,92.943,3,2016,7,22,3,4
20,2,5,0.694,0.712,-3.923,0,0.046,0.133,0.0,0.799,98.022,3,2015,6,9,1,4
1,2,5,0.51,0.692,-5.825,1,0.171,0.00451,0.0,0.209,102.42,4,2016,5,27,3,3
72,2,5,0.671,0.916,-4.014,0,0.0397,0.0282,0.00762,0.803,126.01,3,2016,4,1,1,3
81,2,5,0.732,0.396,-9.348,0,0.0286,0.0841,3.58e-05,0.548,90.024,3,2016,6,16,2,4
70,2,5,0.632,0.701,-5.921,1,0.146,0.0114,0.0,0.497,162.958,4,2016,4,15,2,3
77,2,5,0.502,0.786,-4.378,0,0.317,0.255,0.0,0.739,169.021,4,2016,6,24,3,4
15,2,5,0.733,0.777,-7.076,0,0.0347,0.436,0.0716,0.583,119.996,3,2015,5,11,2,3
68,2,5,0.657,0.827,-4.036,1,0.0734,0.000704,0.00534,0.69,145.889,3,2015,4,7,1,3
73,2,5,0.713,0.802,-7.055,1,0.0561,0.0435,0.00377,0.343,100.001,4,2015,6,16,2,4
78,2,5,0.584,0.7,-4.275,1,0.0456,0.117,0.0,0.438,124.944,3,2016,3,25,3,3
11,2,5,0.679,0.734,-5.542,0,0.444,0.0241,1.65e-06,0.245,145.028,4,2016,2,26,3,2
71,2,5,0.747,0.705,-5.137,0,0.126,0.0128,0.0,0.56,136.024,4,2014,11,24,3,1
12,2,5,0.771,0.629,-5.79,1,0.0511,0.00802,0.00252,0.362,103.918,3,2016,4,5,1,3
2,2,5,0.819,0.759,-4.115,0,0.147,0.0196,6.53e-06,0.88,108.026,4,2013,4,16,2,3
66,2,5,0.466,0.747,-4.838,0,0.0795,0.417,9.76e-06,0.43,92.161,3,2014,11,21,3,1
16,2,5,0.473,0.777,-3.698,1,0.059,0.119,7.87e-05,0.21,136.249,3,2012,9,4,1,1
77,2,5,0.757,0.672,-6.524,0,0.0955,0.0186,0.0,0.382,111.996,4,2015,12,4,1,2
12,2,5,0.648,0.931,-3.15,0,0.181,0.00937,0.0,0.744,153.649,4,2005,1,1,1,2
71,2,5,0.69,0.524,-8.39,0,0.103,0.0415,3.16e-06,0.562,164.023,4,2016,6,24,3,4
67,2,5,0.492,0.857,-2.634,1,0.0655,0.0841,7.82e-06,0.393,129.973,4,2012,12,7,1,2
43,2,5,0.656,0.717,-2.893,0,0.0511,0.137,4.11e-06,0.253,129.867,4,2014,11,21,3,1
75,2,5,0.413,0.856,-4.078,0,0.0808,0.0289,0.00571,0.35,128.017,4,2014,10,31,3,1
16,2,5,0.577,0.741,-3.83,0,0.0501,0.298,0.0,0.581,128.081,4,2015,10,2,1,1
65,2,5,0.614,0.972,-3.927,0,0.088,0.00125,0.0186,0.411,127.966,3,2014,11,21,3,1
4,2,5,0.598,0.792,-4.043,0,0.0478,0.121,0.0,0.732,97.479,3,2015,5,29,3,3
76,2,5,0.775,0.68,-5.508,0,0.0629,0.00906,0.0,0.656,114.025,3,2015,5,29,3,3
17,2,5,0.663,0.713,-6.647,0,0.112,0.0353,7.68e-06,0.69,101.965,3,2016,5,6,1,3
20,2,5,0.589,0.651,-5.097,1,0.0306,0.0291,3.2e-06,0.166,90.011,4,2015,12,4,1,2
15,2,5,0.774,0.765,-5.503,0,0.0517,0.156,0.0,0.908,119.018,4,2015,10,23,3,1
73,2,5,0.509,0.671,-5.709,1,0.0678,0.304,0.0,0.55,118.413,4,2015,10,9,1,1
66,2,5,0.811,0.699,-5.211,1,0.114,0.0726,1.38e-06,0.733,122.987,4,2015,4,10,1,3
79,2,5,0.399,0.787,-2.88,1,0.0499,0.0197,6.07e-05,0.572,117.089,4,2014,7,4,1,4
77,2,5,0.72,0.802,-5.797,1,0.0582,0.0921,0.0,0.723,124.043,4,2014,11,21,3,1
18,2,5,0.813,0.627,-5.018,0,0.0486,0.076,0.000616,0.801,130.011,3,2010,11,22,3,1
83,2,5,0.734,0.637,-5.677,0,0.141,0.0462,2.29e-05,0.648,169.977,3,2015,5,15,2,3
55,2,5,0.67,0.939,-2.06,1,0.0427,0.0463,1.1e-06,0.264,127.946,3,2012,12,7,1,2
60,2,5,0.347,0.772,-4.359,0,0.0549,0.0597,0.0333,0.035,192.118,3,2014,11,21,3,1
18,2,5,0.702,0.77,-5.416,0,0.0482,0.124,0.0,0.593,107.951,4,2015,8,28,3,4
13,2,5,0.645,0.589,-6.131,1,0.0523,0.00396,0.0,0.35,131.899,4,2013,1,1,1,2
71,2,5,0.596,0.73,-4.091,1,0.151,0.24,0.0,0.525,85.979,3,2014,11,21,3,1
77,2,5,0.449,0.585,-6.762,1,0.0268,0.0522,8.49e-05,0.203,139.627,5,2011,10,24,3,1
69,2,5,0.666,0.876,-3.078,1,0.0414,0.055,0.0,0.552,129.884,3,2012,12,7,1,2
60,2,5,0.503,0.843,-4.991,0,0.316,0.0487,0.0,0.778,128.63,3,2016,4,1,1,3
13,2,5,0.803,0.631,-4.213,1,0.0444,0.102,7.39e-06,0.659,104.999,4,2016,2,27,3,2
77,2,5,0.262,0.606,-6.646,1,0.0484,0.247,0.0,0.275,189.857,4,2015,11,6,1,1
81,2,5,0.645,0.713,-5.355,1,0.0393,0.00835,0.0,0.566,74.989,4,2015,5,15,2,3
22,2,5,0.459,0.587,-6.983,1,0.0785,0.453,0.0,0.581,113.901,4,2015,12,4,1,2
10,2,5,0.893,0.639,-7.857,1,0.0549,0.00226,0.000315,0.579,134.963,4,2015,7,31,3,4
63,2,5,0.795,0.616,-5.281,0,0.06,0.417,0.0,0.815,110.015,3,2016,1,29,3,2
10,2,5,0.491,0.607,-6.333,0,0.0668,0.0125,1.52e-06,0.166,176.112,3,2016,6,3,1,4
62,2,5,0.648,0.736,-7.948,1,0.0385,0.0444,0.000137,0.378,103.027,4,2016,5,13,2,3
71,2,5,0.565,0.849,-3.516,0,0.0517,0.00868,4.68e-06,0.427,102.034,4,2016,3,25,3,3
13,2,5,0.723,0.809,-3.081,0,0.0625,0.00346,0.00123,0.274,98.007,3,2015,5,29,3,3
71,2,5,0.616,0.811,-4.804,1,0.0626,0.0573,1.57e-05,0.913,159.929,4,2015,5,15,2,3
6,2,5,0.584,0.735,-3.215,1,0.0481,0.0495,4.03e-05,0.557,127.009,5,2014,12,1,1,2
19,2,5,0.507,0.923,-5.581,1,0.173,0.0818,4.63e-06,0.768,99.252,3,2012,9,4,1,1
13,2,5,0.529,0.854,-5.29,1,0.0436,0.0178,0.0,0.654,125.984,3,2014,12,1,1,2
64,2,5,0.702,0.705,-6.666,1,0.0543,0.258,5.93e-06,0.743,154.911,4,2015,11,6,1,1
69,2,5,0.695,0.869,-5.066,1,0.0483,0.41,0.0,0.58,124.989,4,2012,10,26,3,1
70,2,5,0.559,0.777,-5.031,1,0.0432,0.31,0.0,0.329,87.016,4,2014,1,1,1,2
9,2,5,0.682,0.795,-6.17,0,0.0367,0.0297,0.0391,0.78,120.008,4,2010,1,1,1,2
21,2,5,0.579,0.268,-5.65,1,0.0442,0.868,0.0,0.321,205.903,3,2015,1,24,3,2
79,2,5,0.671,0.939,-3.206,1,0.161,0.192,0.0,0.529,129.023,4,2011,6,17,2,4
65,2,5,0.761,0.933,-5.38,1,0.056,0.0908,8.53e-05,0.836,122.959,4,2014,11,21,3,1
1,2,5,0.534,0.888,-6.327,1,0.0274,0.0196,0.183,0.624,101.989,4,2014,10,28,3,1
0,2,5,0.658,0.916,-4.304,1,0.027,0.00184,0.000912,0.916,127.008,4,2014,10,28,3,1
0,2,5,0.566,0.891,-5.877,0,0.033,0.00329,0.0102,0.367,109.017,5,2014,10,28,3,1
37,2,5,0.696,0.76,-5.013,0,0.042,0.00923,0.000174,0.556,113.008,4,2018,4,27,3,3
0,2,5,0.686,0.758,-6.458,0,0.0337,0.133,0.000929,0.771,116.985,5,2010,9,1,1,1
0,2,5,0.658,0.777,-6.69,1,0.0283,0.0293,0.00143,0.92,105.009,5,2010,9,1,1,1
0,2,5,0.63,0.892,-3.793,1,0.0409,0.0337,0.0,0.92,102.993,3,2014,10,28,3,1
40,2,5,0.72,0.824,-4.887,1,0.0275,0.0259,2.74e-05,0.572,101.0,4,2018,4,27,3,3
35,2,5,0.656,0.811,-5.411,0,0.0305,0.125,0.00728,0.501,122.967,4,2018,4,27,3,3
0,2,5,0.702,0.75,-5.608,1,0.0289,0.0496,0.00894,0.594,118.009,4,2006,10,5,1,1
0,2,5,0.538,0.644,-7.652,1,0.0298,0.375,0.0286,0.467,180.05,4,2006,10,5,1,1
0,2,5,0.718,0.836,-5.28,1,0.0356,0.009,0.014,0.77,112.016,4,2010,9,1,1,1
0,2,5,0.713,0.913,-3.399,0,0.0416,0.00673,6.14e-06,0.964,134.981,3,2014,10,28,3,1
0,2,5,0.601,0.789,-7.744,1,0.0308,0.00315,0.273,0.935,127.013,4,2010,9,1,1,1
0,2,5,0.613,0.892,-5.601,1,0.0324,0.00135,0.000274,0.537,128.99,5,2014,10,28,3,1
0,2,5,0.502,0.536,-10.136,1,0.0258,0.504,0.259,0.458,86.591,5,2006,10,5,1,1
31,2,5,0.73,0.605,-6.213,0,0.0292,0.0497,2.01e-05,0.519,167.994,4,2018,4,27,3,3
0,2,5,0.658,0.901,-4.899,1,0.0316,0.00563,0.00565,0.393,127.011,5,2014,10,28,3,1
27,2,5,0.647,0.596,-6.991,0,0.038,0.0168,0.801,0.173,125.038,4,2018,4,27,3,3
26,2,5,0.65,0.812,-4.355,0,0.0296,0.404,0.0006,0.521,113.999,4,2018,4,27,3,3
26,2,5,0.385,0.643,-6.905,1,0.0401,0.223,5.19e-06,0.13,79.508,4,2018,4,27,3,3
26,2,5,0.518,0.837,-4.08,0,0.0374,0.0025,5.02e-05,0.306,193.964,4,2018,4,27,3,3
0,2,5,0.807,0.68,-7.226,1,0.0353,0.0358,0.000194,0.84,113.977,4,2010,9,1,1,1
0,2,5,0.533,0.461,-11.589,1,0.024,0.705,0.796,0.573,83.573,4,2006,10,5,1,1
0,2,5,0.61,0.628,-5.643,1,0.032,0.358,0.000204,0.535,80.012,4,2014,10,28,3,1
0,2,5,0.454,0.653,-7.016,1,0.0347,8.48e-05,0.00206,0.505,167.977,4,2006,10,5,1,1
0,2,5,0.338,0.921,-5.859,1,0.037,0.0133,0.163,0.506,120.025,3,2010,9,1,1,1
26,2,5,0.674,0.714,-5.089,1,0.0254,0.0141,7.35e-05,0.524,93.987,4,2018,4,27,3,3
0,2,5,0.676,0.803,-9.733,1,0.035,0.178,0.00194,0.374,122.002,5,2006,10,5,1,1
0,2,5,0.648,0.971,-4.052,0,0.0419,0.016,0.000874,0.97,131.973,5,2014,10,28,3,1
0,2,5,0.55,0.842,-8.434,0,0.0279,0.00723,0.0476,0.852,104.014,4,2006,10,5,1,1
0,2,5,0.637,0.758,-4.869,0,0.0339,0.0927,0.00209,0.547,164.012,3,2014,10,28,3,1
25,2,5,0.422,0.231,-11.615,1,0.0355,0.662,8.96e-06,0.183,139.238,4,2018,4,27,3,3
0,2,5,0.548,0.59,-7.95,1,0.0293,0.195,0.0,0.243,144.035,4,2010,9,1,1,1
0,2,5,0.609,0.542,-8.915,1,0.0296,0.661,0.0133,0.336,138.027,3,2010,9,1,1,1
19,2,5,0.879,0.516,-9.767,1,0.031,0.0217,0.000554,0.933,94.025,2,2016,12,2,1,2
23,2,5,0.779,0.571,-6.847,1,0.0286,0.182,0.00345,0.463,120.003,5,2008,5,10,1,3
0,2,5,0.746,0.615,-6.325,0,0.0283,0.208,0.0107,0.8,93.003,3,2010,9,1,1,1
0,2,5,0.385,0.203,-12.111,0,0.0358,0.94,0.022,0.0698,147.179,6,2006,10,5,1,1
33,2,5,0.426,0.828,-8.889,0,0.0364,0.000113,0.0756,0.333,169.992,5,2014,12,4,1,2
31,2,5,0.54,0.783,-6.927,0,0.0431,0.0657,3.06e-05,0.311,122.967,4,2015,8,10,1,4
0,2,5,0.676,0.356,-11.41,1,0.0421,0.399,0.138,0.692,147.052,5,2006,10,5,1,1
0,2,5,0.588,0.57,-8.018,0,0.026,0.462,0.356,0.639,114.951,3,2017,6,16,2,4
0,2,5,0.651,0.876,-7.275,1,0.0295,0.00107,0.00248,0.877,110.011,4,2017,11,10,1,1
18,2,5,0.783,0.373,-10.503,1,0.0332,0.477,0.0,0.483,127.522,4,2011,1,1,1,2
0,2,5,0.435,0.405,-16.239,1,0.0798,0.92,0.618,0.0551,75.041,4,2013,9,20,2,1
17,2,5,0.696,0.692,-9.193,0,0.0354,0.00459,0.18,0.897,133.973,4,2014,4,24,3,3
28,2,5,0.819,0.663,-7.436,0,0.032,0.209,0.00501,0.847,140.024,3,2012,3,12,2,3
5,2,5,0.658,0.854,-6.972,0,0.0439,0.000348,0.261,0.831,122.977,5,2011,1,1,1,2
18,2,5,0.495,0.752,-7.853,1,0.0284,0.103,0.197,0.443,127.003,5,2018,3,16,2,3
72,2,5,0.785,0.525,-7.556,1,0.042,0.669,0.439,0.251,90.853,4,2017,11,10,1,1
68,2,5,0.747,0.877,-3.782,0,0.0664,0.0375,0.000833,0.752,107.991,3,2015,11,27,3,1
63,2,5,0.718,0.808,-7.652,1,0.0473,0.0299,0.00414,0.309,100.033,4,2015,10,23,3,1
83,2,5,0.617,0.635,-6.769,0,0.0317,0.0498,1.44e-05,0.446,103.019,4,2017,4,7,1,3
62,2,5,0.736,0.541,-5.597,1,0.0297,0.415,0.0,0.662,94.962,4,2016,11,4,1,1
56,2,5,0.547,0.822,-7.201,1,0.0292,0.0745,0.00943,0.774,130.138,4,1996,9,24,3,1
51,2,5,0.55,0.875,-0.755,0,0.3,0.0665,0.0,0.291,113.707,4,2013,10,29,3,1
76,2,5,0.583,0.695,-5.336,1,0.0423,0.0141,0.0,0.224,104.879,4,2016,8,5,1,4
77,2,5,0.486,0.652,-7.226,0,0.052,0.408,6.63e-05,0.391,113.055,5,2016,5,13,2,3
9,2,5,0.607,0.536,-6.735,1,0.0927,0.113,0.0,0.461,100.027,4,2017,9,21,3,1
56,2,5,0.551,0.59,-7.309,0,0.209,0.225,0.0,0.674,180.101,3,2017,9,21,3,1
79,2,5,0.69,0.622,-5.025,0,0.0622,0.253,0.0,0.544,102.04,4,2017,2,23,3,2
32,2,5,0.71,0.869,-4.881,1,0.0357,0.216,0.143,0.59,125.991,3,2017,12,22,3,2
80,2,5,0.774,0.753,-5.445,0,0.0517,0.153,0.0,0.896,119.002,4,2016,11,18,2,1
34,2,5,0.604,0.957,-3.051,0,0.0755,0.0132,3.01e-05,0.808,150.085,3,2015,8,13,2,4
54,2,5,0.636,0.905,-4.065,1,0.0652,0.0327,1.69e-05,0.705,99.059,3,2018,10,15,2,1
60,2,5,0.727,0.69,-4.559,1,0.0345,0.202,3.27e-06,0.699,100.002,3,2017,8,18,2,4
74,2,5,0.891,0.486,-7.803,1,0.159,0.0158,3.78e-06,0.239,125.01,3,2015,1,6,1,2
84,2,5,0.72,0.741,-6.529,0,0.0287,0.101,1.41e-05,0.357,119.896,3,2014,11,7,1,1
71,2,5,0.829,0.792,-3.755,0,0.0668,0.726,5.83e-06,0.758,118.05,4,2012,9,17,2,1
76,2,5,0.73,0.861,-4.1,1,0.0451,0.39,0.0,0.704,117.965,3,2018,11,9,1,1
73,2,5,0.741,0.667,-5.445,1,0.134,0.0575,0.0,0.595,112.956,4,2017,3,31,3,3
81,2,5,0.649,0.716,-5.371,1,0.0349,0.0863,2.63e-05,0.163,99.988,3,2016,8,5,1,4
80,2,5,0.646,0.741,-4.973,0,0.034,0.0275,0.0,0.571,123.077,3,2017,7,28,3,4
71,2,5,0.467,0.757,-3.01,1,0.0517,0.0866,0.0,0.383,131.993,4,2017,7,28,3,4
73,2,5,0.74,0.622,-4.608,0,0.0446,0.0357,4.85e-05,0.556,104.966,4,2018,11,30,3,1
78,2,5,0.792,0.717,-4.759,0,0.0393,0.0927,3.59e-05,0.466,121.985,3,2016,11,4,1,1
41,2,5,0.744,0.957,-4.8,1,0.0519,0.00152,0.884,0.529,127.991,5,2011,4,10,1,3
82,2,5,0.866,0.813,-4.063,0,0.0554,0.38,0.0,0.969,121.998,3,2017,4,20,2,3
82,2,5,0.775,0.613,-4.586,0,0.0542,0.109,2.33e-05,0.797,100.066,3,2018,5,11,2,3
